date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:30	1058/1058	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202024%2010:01:18%20GMT	https://aprendegit.com/wp-content/litespeed/js/1/90e3d61f100ad2ccd3215cea29e4f1d5.js?ver=3f0de	aprendegit.com/wp-content/litespeed/js/1/90e3d61f100ad2ccd3215cea29e4f1d50b75.js	(from https://aprendegit.com/)
08:50:31	1229/1229	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Sep%202024%2006:50:31%20GMT	https://aprendegit.com/xmlrpc.php?rsd	aprendegit.com/xmlrpc0db0.php	(from https://aprendegit.com/)
08:50:32	2888/2888	---M--	200	added ('OK')	image/gif	date:Tue,%2012%20Mar%202013%2013:29:32%20GMT	https://aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/spinner.gif	aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/spinner.gif	(from https://aprendegit.com/)
08:50:33	422013/422013	---MCZ	200	added ('OK')	application/json	etag:W/%227705-1725688822;br%22	https://aprendegit.com/wp-json/	aprendegit.com/wp-json/index.html	(from https://aprendegit.com/)
08:50:33	958/958	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202013%2013:29:32%20GMT	https://aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/success.png	aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/success.png	(from https://aprendegit.com/)
08:50:34	857/857	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202013%2013:29:32%20GMT	https://aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/error.png	aprendegit.com/wp-content/plugins/events-manager-pro/includes/images/error.png	(from https://aprendegit.com/)
08:50:35	71277/71277	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:46:56%20GMT	https://aprendegit.com/wp-content/uploads/2013/10/Voila_Capture294.png	aprendegit.com/wp-content/uploads/2013/10/Voila_Capture294.png	(from https://aprendegit.com/)
08:50:36	82212/82212	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:36%20GMT	https://aprendegit.com/category/bitbucket/	aprendegit.com/category/bitbucket/index.html	(from https://aprendegit.com/)
08:50:36	123932/123932	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:36%20GMT	https://aprendegit.com/category/github/	aprendegit.com/category/github/index.html	(from https://aprendegit.com/)
08:50:36	70444/70444	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:36%20GMT	https://aprendegit.com/quienes-somos/	aprendegit.com/quienes-somos/index.html	(from https://aprendegit.com/)
08:50:36	87719/87719	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:36%20GMT	https://aprendegit.com/category/xcode/	aprendegit.com/category/xcode/index.html	(from https://aprendegit.com/)
08:50:38	48581/48581	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:46:54%20GMT	https://aprendegit.com/wp-content/uploads/2013/10/Voila_Capture297.png	aprendegit.com/wp-content/uploads/2013/10/Voila_Capture297.png	(from https://aprendegit.com/)
08:50:38	87852/87852	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:38%20GMT	https://aprendegit.com/que-es-git-flow/	aprendegit.com/que-es-git-flow/index.html	(from https://aprendegit.com/)
08:50:38	65557/65557	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:38%20GMT	https://aprendegit.com/contacto/	aprendegit.com/contacto/index.html	(from https://aprendegit.com/)
08:50:38	70147/70147	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:38%20GMT	https://aprendegit.com/git-con-git-flow/	aprendegit.com/git-con-git-flow/index.html	(from https://aprendegit.com/)
08:50:39	19997/19997	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:43:22%20GMT	https://aprendegit.com/wp-content/uploads/2013/10/Voila_Capture300.png	aprendegit.com/wp-content/uploads/2013/10/Voila_Capture300.png	(from https://aprendegit.com/)
08:50:41	52565/52565	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:46:58%20GMT	https://aprendegit.com/wp-content/uploads/2013/09/Voila_Capture288.png	aprendegit.com/wp-content/uploads/2013/09/Voila_Capture288.png	(from https://aprendegit.com/)
08:50:41	87702/87702	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:41%20GMT	https://aprendegit.com/category/eventos-charlas-conferencias/	aprendegit.com/category/eventos-charlas-conferencias/index.html	(from https://aprendegit.com/)
08:50:41	107329/107329	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:41%20GMT	https://aprendegit.com/author/admin/	aprendegit.com/author/admin/index.html	(from https://aprendegit.com/)
08:50:41	166341/166341	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:41%20GMT	https://aprendegit.com/category/workflow/	aprendegit.com/category/workflow/index.html	(from https://aprendegit.com/)
08:50:42	35514/35514	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:46:57%20GMT	https://aprendegit.com/wp-content/uploads/2013/09/Voila_Capture289.png	aprendegit.com/wp-content/uploads/2013/09/Voila_Capture289.png	(from https://aprendegit.com/)
08:50:43	88573/88573	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:43%20GMT	https://aprendegit.com/category/uncategorized/	aprendegit.com/category/uncategorized/index.html	(from https://aprendegit.com/)
08:50:43	74213/74213	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:43%20GMT	https://aprendegit.com/anadiendo-un-remoto-a-un-proyecto-en-xcode5/	aprendegit.com/anadiendo-un-remoto-a-un-proyecto-en-xcode5/index.html	(from https://aprendegit.com/)
08:50:43	68958/68958	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:43%20GMT	https://aprendegit.com/ggit-borra-nada-hasta-que-pasa-el-recolector-de-basura/	aprendegit.com/ggit-borra-nada-hasta-que-pasa-el-recolector-de-basura/index.html	(from https://aprendegit.com/)
08:50:43	68913/68913	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:43%20GMT	https://aprendegit.com/primera-reunion-del-grupo-de-usuarios-de-git/	aprendegit.com/primera-reunion-del-grupo-de-usuarios-de-git/index.html	(from https://aprendegit.com/)
08:50:45	77148/77148	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:47:04%20GMT	https://aprendegit.com/wp-content/uploads/2013/09/Voila_Capture283.png	aprendegit.com/wp-content/uploads/2013/09/Voila_Capture283.png	(from https://aprendegit.com/)
08:50:45	80854/80854	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:47:02%20GMT	https://aprendegit.com/wp-content/uploads/2013/09/Voila_Capture284.png	aprendegit.com/wp-content/uploads/2013/09/Voila_Capture284.png	(from https://aprendegit.com/)
08:50:46	95055/95055	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:45%20GMT	https://aprendegit.com/como-deshacer-el-ultimo-commit-en-git/	aprendegit.com/como-deshacer-el-ultimo-commit-en-git/index.html	(from https://aprendegit.com/)
08:50:46	101471/101471	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:47:00%20GMT	https://aprendegit.com/wp-content/uploads/2013/09/Voila_Capture285.png	aprendegit.com/wp-content/uploads/2013/09/Voila_Capture285.png	(from https://aprendegit.com/)
08:50:47	79531/79531	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:45%20GMT	https://aprendegit.com/repaso-rapido-a-las-novedades-de-git-en-xcode-5/	aprendegit.com/repaso-rapido-a-las-novedades-de-git-en-xcode-5/index.html	(from https://aprendegit.com/)
08:50:47	55123/55123	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Sep%202024%2006:50:47%20GMT	https://aprendegit.com/gitminutes.com	aprendegit.com/gitminutes.com	(from https://aprendegit.com/)
08:50:48	75430/75430	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:47%20GMT	https://aprendegit.com/git-la-he-liado-parda/	aprendegit.com/git-la-he-liado-parda/index.html	(from https://aprendegit.com/)
08:50:48	163004/163004	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:48%20GMT	https://aprendegit.com/author/alfonso/	aprendegit.com/author/alfonso/index.html	(from https://aprendegit.com/)
08:50:48	83369/83369	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:48%20GMT	https://aprendegit.com/6-motivos-por-los-que-git-no-es-un-sistema-de-backup/	aprendegit.com/6-motivos-por-los-que-git-no-es-un-sistema-de-backup/index.html	(from https://aprendegit.com/)
08:50:48	87754/87754	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:48%20GMT	https://aprendegit.com/category/comandos/	aprendegit.com/category/comandos/index.html	(from https://aprendegit.com/)
08:50:50	117229/117229	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:50%20GMT	https://aprendegit.com/category/general/	aprendegit.com/category/general/index.html	(from https://aprendegit.com/)
08:50:50	70538/70538	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:50%20GMT	https://aprendegit.com/git-merge-2013-hack-day-y-como-no-cerveza/	aprendegit.com/git-merge-2013-hack-day-y-como-no-cerveza/index.html	(from https://aprendegit.com/)
08:50:50	72298/72298	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:50%20GMT	https://aprendegit.com/tag/backup/	aprendegit.com/tag/backup/index.html	(from https://aprendegit.com/)
08:50:50	809558/809558	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20May%202022%2022:47:27%20GMT	https://aprendegit.com/wp-content/uploads/2013/05/IMG_0489.jpg	aprendegit.com/wp-content/uploads/2013/05/IMG_0489.jpg	(from https://aprendegit.com/)
08:50:53	82737/82737	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:52%20GMT	https://aprendegit.com/git-merge-2013-user-day/	aprendegit.com/git-merge-2013-user-day/index.html	(from https://aprendegit.com/)
08:50:53	542694/542694	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20May%202022%2022:47:19%20GMT	https://aprendegit.com/wp-content/uploads/2013/05/IMG_0490.jpg	aprendegit.com/wp-content/uploads/2013/05/IMG_0490.jpg	(from https://aprendegit.com/)
08:50:53	62819/62819	---M--	200	added ('OK')	image/png	date:Mon,%2023%20May%202022%2022:26:26%20GMT	https://aprendegit.com/wp-content/uploads/2014/05/banner-introduccion-git.png	aprendegit.com/wp-content/uploads/2014/05/banner-introduccion-git.png	(from https://aprendegit.com/)
08:50:54	8549/8549	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:54%20GMT	https://aprendegit.com/wp-login.php	aprendegit.com/wp-login.html	(from https://aprendegit.com/)
08:50:55	637135/637135	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20May%202022%2022:47:35%20GMT	https://aprendegit.com/wp-content/uploads/2013/05/IMG_0487.jpg	aprendegit.com/wp-content/uploads/2013/05/IMG_0487.jpg	(from https://aprendegit.com/)
08:50:55	67041/67041	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:54%20GMT	https://aprendegit.com/todo-listo-para-el-git-merge-2013-de-berlin/	aprendegit.com/todo-listo-para-el-git-merge-2013-de-berlin/index.html	(from https://aprendegit.com/)
08:50:55	78630/78630	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:55%20GMT	https://aprendegit.com/opciones-del-comando-git-add/	aprendegit.com/opciones-del-comando-git-add/index.html	(from https://aprendegit.com/)
08:50:55	131150/131150	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:55%20GMT	https://aprendegit.com/que-es-un-pull-request/	aprendegit.com/que-es-un-pull-request/index.html	(from https://aprendegit.com/)
08:50:56	4308/4308	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202024%2006:50:26%20GMT	https://aprendegit.com/wp-content/litespeed/js/1/05d6df20bdaa811f602879cd7ea9ec2e.js?ver=5599a	aprendegit.com/wp-content/litespeed/js/1/05d6df20bdaa811f602879cd7ea9ec2e8cc7.js	(from https://aprendegit.com/)
08:50:57	65673/65673	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:57%20GMT	https://aprendegit.com/2014/08/	aprendegit.com/2014/08/index.html	(from https://aprendegit.com/)
08:50:57	65183/65183	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:57%20GMT	https://aprendegit.com/2014/06/	aprendegit.com/2014/06/index.html	(from https://aprendegit.com/)
08:50:57	64683/64683	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:57%20GMT	https://aprendegit.com/2014/12/	aprendegit.com/2014/12/index.html	(from https://aprendegit.com/)
08:50:57	66543/66543	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:57%20GMT	https://aprendegit.com/2013/10/	aprendegit.com/2013/10/index.html	(from https://aprendegit.com/)
08:50:58	9142/9142	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202024%2016:46:01%20GMT	https://aprendegit.com/wp-content/litespeed/js/1/8328b25c2fd3af13a3624637e96b634f.js?ver=43388	aprendegit.com/wp-content/litespeed/js/1/8328b25c2fd3af13a3624637e96b634fb808.js	(from https://aprendegit.com/)
08:50:59	102569/102569	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:59%20GMT	https://aprendegit.com/2013/04/	aprendegit.com/2013/04/index.html	(from https://aprendegit.com/)
08:50:59	88364/88364	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:59%20GMT	https://aprendegit.com/2013/05/	aprendegit.com/2013/05/index.html	(from https://aprendegit.com/)
08:50:59	78546/78546	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:59%20GMT	https://aprendegit.com/2013/09/	aprendegit.com/2013/09/index.html	(from https://aprendegit.com/)
08:50:59	71885/71885	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:50:59%20GMT	https://aprendegit.com/2013/06/	aprendegit.com/2013/06/index.html	(from https://aprendegit.com/)
08:51:00	11514/11514	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202024%2010:01:18%20GMT	https://aprendegit.com/wp-content/litespeed/js/1/b20585d43fa5af30b378c3460d4fa98d.js?ver=b4764	aprendegit.com/wp-content/litespeed/js/1/b20585d43fa5af30b378c3460d4fa98dd8d0.js	(from https://aprendegit.com/)
08:51:06	87098/87098	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:07%20GMT	https://aprendegit.com/2013/03/	aprendegit.com/2013/03/index.html	(from https://aprendegit.com/)
08:51:07	97100/97100	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:07%20GMT	https://aprendegit.com/2013/02/	aprendegit.com/2013/02/index.html	(from https://aprendegit.com/)
08:51:07	13424/13424	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202024%2010:01:18%20GMT	https://aprendegit.com/wp-content/litespeed/js/1/b295c924fea184d70bc0a70e84729b57.js?ver=17b0d	aprendegit.com/wp-content/litespeed/js/1/b295c924fea184d70bc0a70e84729b576df0.js	(from https://aprendegit.com/)
08:51:07	124318/124318	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:07%20GMT	https://aprendegit.com/2012/12/	aprendegit.com/2012/12/index.html	(from https://aprendegit.com/)
08:51:07	127181/127181	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:07%20GMT	https://aprendegit.com/2013/01/	aprendegit.com/2013/01/index.html	(from https://aprendegit.com/)
08:51:08	16/16	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:07%20GMT	https://aprendegit.com/wp-content/plugins/litespeed-cache/guest.vary.php	aprendegit.com/wp-content/plugins/litespeed-cache/guest.vary.html	(from https://aprendegit.com/)
08:51:10	66414/66414	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:08%20GMT	https://aprendegit.com/category/faq/	aprendegit.com/category/faq/index.html	(from https://aprendegit.com/)
08:51:10	64011/64011	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:08%20GMT	https://aprendegit.com/category/introduccion/	aprendegit.com/category/introduccion/index.html	(from https://aprendegit.com/)
08:51:10	63518/63518	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202024%2006:51:08%20GMT	https://aprendegit.com/category/configuracion/	aprendegit.com/category/configuracion/index.html	(from https://aprendegit.com/)
